frame_id,offset,source,mask_iou,bbox_iou,image
84,4,lk_raw,0.733471,0.843750,frame_0084_offset_4.png
85,5,lk_raw,0.729399,0.770485,frame_0085_offset_5.png
86,6,lk_raw,0.649695,0.811817,frame_0086_offset_6.png
87,7,lk_raw,0.742630,0.782895,frame_0087_offset_7.png
88,8,lk_raw,0.648980,0.748768,frame_0088_offset_8.png
89,9,lk_raw,0.689583,0.820895,frame_0089_offset_9.png
90,0,anchor,1.000000,1.000000,frame_0090_offset_0.png
91,1,lk_raw,0.805457,0.754181,frame_0091_offset_1.png
92,2,lk_raw,0.786557,0.731204,frame_0092_offset_2.png
93,3,lk_raw,0.863636,0.851064,frame_0093_offset_3.png
94,4,lk_raw,0.786845,0.745342,frame_0094_offset_4.png
95,5,lk_raw,0.794811,0.759298,frame_0095_offset_5.png
96,6,lk_raw,0.789072,0.771544,frame_0096_offset_6.png
97,7,lk_raw,0.723204,0.652427,frame_0097_offset_7.png
98,8,lk_raw,0.817219,0.818824,frame_0098_offset_8.png
99,9,lk_raw,0.747537,0.720497,frame_0099_offset_9.png
100,0,anchor,1.000000,1.000000,frame_0100_offset_0.png
101,1,lk_raw,0.797468,0.796875,frame_0101_offset_1.png
102,2,lk_raw,0.820388,0.938462,frame_0102_offset_2.png
103,3,lk_raw,0.758621,0.892308,frame_0103_offset_3.png
104,4,lk_raw,0.826877,0.969231,frame_0104_offset_4.png
105,5,lk_raw,0.798235,0.812500,frame_0105_offset_5.png
106,6,lk_raw,0.872393,0.921875,frame_0106_offset_6.png
107,7,lk_raw,0.793939,0.830769,frame_0107_offset_7.png
108,8,lk_raw,0.848057,0.934307,frame_0108_offset_8.png
109,9,lk_raw,0.725444,0.712528,frame_0109_offset_9.png
110,0,anchor,1.000000,1.000000,frame_0110_offset_0.png
111,1,lk_raw,0.845539,0.839286,frame_0111_offset_1.png
112,2,lk_raw,0.840358,0.875000,frame_0112_offset_2.png
113,3,lk_raw,0.779468,0.806452,frame_0113_offset_3.png
114,4,lk_raw,0.777234,0.838313,frame_0114_offset_4.png
115,5,lk_raw,0.776048,0.857143,frame_0115_offset_5.png
116,6,lk_raw,0.711243,0.751705,frame_0116_offset_6.png
117,7,lk_raw,0.731765,0.775610,frame_0117_offset_7.png
118,8,lk_raw,0.759097,0.866667,frame_0118_offset_8.png
119,9,lk_raw,0.726092,0.813228,frame_0119_offset_9.png
120,0,anchor,1.000000,1.000000,frame_0120_offset_0.png
121,1,lk_raw,0.814910,0.834961,frame_0121_offset_1.png
122,2,lk_raw,0.791328,0.801887,frame_0122_offset_2.png
123,3,lk_raw,0.792503,0.854839,frame_0123_offset_3.png
124,4,lk_raw,0.778231,0.894737,frame_0124_offset_4.png
125,5,lk_raw,0.726131,0.766197,frame_0125_offset_5.png
126,6,lk_raw,0.769335,0.837824,frame_0126_offset_6.png
127,7,lk_raw,0.754814,0.881356,frame_0127_offset_7.png
128,8,lk_raw,0.669318,0.722517,frame_0128_offset_8.png
129,9,lk_raw,0.740693,0.850000,frame_0129_offset_9.png
130,0,anchor,1.000000,1.000000,frame_0130_offset_0.png
131,1,lk_raw,0.878431,0.846541,frame_0131_offset_1.png
132,2,lk_raw,0.813793,0.852399,frame_0132_offset_2.png
133,3,lk_raw,0.789973,0.847352,frame_0133_offset_3.png
134,4,lk_raw,0.829574,0.836036,frame_0134_offset_4.png
135,5,lk_raw,0.797419,0.878413,frame_0135_offset_5.png
136,6,lk_raw,0.774903,0.795965,frame_0136_offset_6.png
137,7,lk_raw,0.692513,0.692308,frame_0137_offset_7.png
138,8,lk_raw,0.781210,0.813769,frame_0138_offset_8.png
139,9,lk_raw,0.687500,0.738813,frame_0139_offset_9.png
140,0,anchor,1.000000,1.000000,frame_0140_offset_0.png
141,1,lk_raw,0.846377,0.803245,frame_0141_offset_1.png
142,2,lk_raw,0.819527,0.877759,frame_0142_offset_2.png
143,3,lk_raw,0.713475,0.717895,frame_0143_offset_3.png
144,4,lk_raw,0.727528,0.836895,frame_0144_offset_4.png
145,5,lk_raw,0.691257,0.840751,frame_0145_offset_5.png
146,6,lk_raw,0.678177,0.741139,frame_0146_offset_6.png
147,7,lk_raw,0.610755,0.804981,frame_0147_offset_7.png
148,8,lk_raw,0.607769,0.751426,frame_0148_offset_8.png
149,9,lk_raw,0.562347,0.613333,frame_0149_offset_9.png
150,0,anchor,1.000000,1.000000,frame_0150_offset_0.png
151,1,lk_raw,0.849515,0.833333,frame_0151_offset_1.png
152,2,lk_raw,0.809231,0.785276,frame_0152_offset_2.png
153,3,lk_raw,0.824726,0.749039,frame_0153_offset_3.png
154,4,lk_raw,0.831050,0.799565,frame_0154_offset_4.png
155,5,lk_raw,0.759936,0.729592,frame_0155_offset_5.png
156,6,lk_raw,0.778689,0.739247,frame_0156_offset_6.png
157,7,lk_raw,0.796148,0.770751,frame_0157_offset_7.png
158,8,lk_raw,0.793443,0.718750,frame_0158_offset_8.png
159,9,lk_raw,0.778333,0.718750,frame_0159_offset_9.png
160,0,anchor,1.000000,1.000000,frame_0160_offset_0.png
161,1,lk_raw,0.913669,0.935266,frame_0161_offset_1.png
162,2,lk_raw,0.888889,0.850242,frame_0162_offset_2.png
163,3,lk_raw,0.810105,0.807729,frame_0163_offset_3.png
164,4,lk_raw,0.828814,0.830918,frame_0164_offset_4.png
165,5,lk_raw,0.728477,0.850242,frame_0165_offset_5.png
166,6,lk_raw,0.752492,0.888889,frame_0166_offset_6.png
167,7,lk_raw,0.746244,0.888889,frame_0167_offset_7.png
168,8,lk_raw,0.756219,0.790900,frame_0168_offset_8.png
169,9,lk_raw,0.703297,0.846899,frame_0169_offset_9.png
170,0,anchor,1.000000,1.000000,frame_0170_offset_0.png
171,1,lk_raw,0.904851,0.888043,frame_0171_offset_1.png
172,2,lk_raw,0.877737,0.794565,frame_0172_offset_2.png
173,3,lk_raw,0.915596,0.908696,frame_0173_offset_3.png
174,4,lk_raw,0.895871,0.888043,frame_0174_offset_4.png
175,5,lk_raw,0.794690,0.776087,frame_0175_offset_5.png
176,6,lk_raw,0.788927,0.803738,frame_0176_offset_6.png
177,7,lk_raw,0.784854,0.848390,frame_0177_offset_7.png
178,8,lk_raw,0.716172,0.848390,frame_0178_offset_8.png
179,9,lk_raw,0.658768,0.825328,frame_0179_offset_9.png
180,0,anchor,1.000000,1.000000,frame_0180_offset_0.png
181,1,lk_raw,0.887395,0.889831,frame_0181_offset_1.png
182,2,lk_raw,0.675910,0.731230,frame_0182_offset_2.png
183,3,lk_raw,0.709828,0.709742,frame_0183_offset_3.png
184,4,lk_raw,0.731366,0.801242,frame_0184_offset_4.png
185,5,lk_raw,0.748457,0.744681,frame_0185_offset_5.png
186,6,lk_raw,0.748103,0.714286,frame_0186_offset_6.png
187,7,lk_raw,0.738288,0.812627,frame_0187_offset_7.png
188,8,lk_raw,0.666667,0.655172,frame_0188_offset_8.png
189,9,lk_raw,0.636792,0.763521,frame_0189_offset_9.png
190,0,anchor,1.000000,1.000000,frame_0190_offset_0.png
191,1,lk_raw,0.700000,0.731569,frame_0191_offset_1.png
192,2,lk_raw,0.584071,0.630000,frame_0192_offset_2.png
193,3,lk_raw,0.576347,0.563460,frame_0193_offset_3.png
194,4,lk_raw,0.560455,0.539474,frame_0194_offset_4.png
195,5,lk_raw,0.550512,0.537901,frame_0195_offset_5.png
196,6,lk_raw,0.465450,0.519231,frame_0196_offset_6.png
197,7,lk_raw,0.444297,0.561684,frame_0197_offset_7.png
198,8,lk_raw,0.365629,0.489618,frame_0198_offset_8.png
199,9,lk_raw,0.376738,0.556548,frame_0199_offset_9.png
200,0,anchor,1.000000,1.000000,frame_0200_offset_0.png
201,1,lk_raw,0.825375,0.835558,frame_0201_offset_1.png
202,2,lk_raw,0.819760,0.837181,frame_0202_offset_2.png
203,3,lk_raw,0.795134,0.838227,frame_0203_offset_3.png
204,4,lk_raw,0.765668,0.791774,frame_0204_offset_4.png
205,5,lk_raw,0.797872,0.879950,frame_0205_offset_5.png
206,6,lk_raw,0.756477,0.796128,frame_0206_offset_6.png
207,7,lk_raw,0.743590,0.763636,frame_0207_offset_7.png
208,8,lk_raw,0.742574,0.814089,frame_0208_offset_8.png
209,9,lk_raw,0.698393,0.782158,frame_0209_offset_9.png
210,0,anchor,1.000000,1.000000,frame_0210_offset_0.png
211,1,lk_raw,0.794537,0.825587,frame_0211_offset_1.png
212,2,lk_raw,0.792521,0.731809,frame_0212_offset_2.png
213,3,lk_raw,0.755801,0.838250,frame_0213_offset_3.png
214,4,lk_raw,0.663472,0.790514,frame_0214_offset_4.png
215,5,lk_raw,0.685022,0.821089,frame_0215_offset_5.png
216,6,lk_raw,0.672521,0.866176,frame_0216_offset_6.png
217,7,lk_raw,0.579940,0.792661,frame_0217_offset_7.png
218,8,lk_raw,0.623722,0.791783,frame_0218_offset_8.png
219,9,lk_raw,0.626214,0.841710,frame_0219_offset_9.png
220,0,anchor,1.000000,1.000000,frame_0220_offset_0.png
221,1,lk_raw,0.735071,0.885402,frame_0221_offset_1.png
222,2,lk_raw,0.764706,0.805508,frame_0222_offset_2.png
223,3,lk_raw,0.739594,0.742072,frame_0223_offset_3.png
224,4,lk_raw,0.691040,0.776053,frame_0224_offset_4.png
225,5,lk_raw,0.681398,0.741855,frame_0225_offset_5.png
226,6,lk_raw,0.705155,0.788591,frame_0226_offset_6.png
227,7,lk_raw,0.722793,0.766284,frame_0227_offset_7.png
228,8,lk_raw,0.628627,0.725311,frame_0228_offset_8.png
229,9,lk_raw,0.644906,0.809932,frame_0229_offset_9.png
230,0,anchor,1.000000,1.000000,frame_0230_offset_0.png
231,1,lk_raw,0.737486,0.790598,frame_0231_offset_1.png
232,2,lk_raw,0.818182,0.955283,frame_0232_offset_2.png
233,3,lk_raw,0.776362,0.892581,frame_0233_offset_3.png
234,4,lk_raw,0.743383,0.768341,frame_0234_offset_4.png
235,5,lk_raw,0.735431,0.787821,frame_0235_offset_5.png
236,6,lk_raw,0.738372,0.911619,frame_0236_offset_6.png
237,7,lk_raw,0.706368,0.786026,frame_0237_offset_7.png
238,8,lk_raw,0.703088,0.754754,frame_0238_offset_8.png
239,9,lk_raw,0.742574,0.910250,frame_0239_offset_9.png
240,0,anchor,1.000000,1.000000,frame_0240_offset_0.png
241,1,lk_raw,0.690594,0.781726,frame_0241_offset_1.png
242,2,lk_raw,0.754993,0.833857,frame_0242_offset_2.png
243,3,lk_raw,0.730366,0.814465,frame_0243_offset_3.png
244,4,lk_raw,0.711230,0.790774,frame_0244_offset_4.png
245,5,lk_raw,0.706112,0.809026,frame_0245_offset_5.png
246,6,lk_raw,0.694915,0.745455,frame_0246_offset_6.png
247,7,lk_raw,0.653453,0.814815,frame_0247_offset_7.png
248,8,lk_raw,0.681046,0.802279,frame_0248_offset_8.png
249,9,lk_raw,0.661823,0.720000,frame_0249_offset_9.png
250,0,anchor,1.000000,1.000000,frame_0250_offset_0.png
251,1,lk_raw,0.825944,0.788410,frame_0251_offset_1.png
252,2,lk_raw,0.745955,0.787324,frame_0252_offset_2.png
253,3,lk_raw,0.689304,0.686830,frame_0253_offset_3.png
254,4,lk_raw,0.618487,0.720721,frame_0254_offset_4.png
255,5,lk_raw,0.646643,0.607362,frame_0255_offset_5.png
256,6,lk_raw,0.618574,0.702545,frame_0256_offset_6.png
257,7,lk_raw,0.638146,0.633997,frame_0257_offset_7.png
258,8,lk_raw,0.619130,0.686830,frame_0258_offset_8.png
259,9,lk_raw,0.629433,0.774220,frame_0259_offset_9.png
260,0,anchor,1.000000,1.000000,frame_0260_offset_0.png
261,1,lk_raw,0.867277,0.777547,frame_0261_offset_1.png
262,2,lk_raw,0.852941,0.871179,frame_0262_offset_2.png
263,3,lk_raw,0.825431,0.811966,frame_0263_offset_3.png
264,4,lk_raw,0.837900,0.885167,frame_0264_offset_4.png
265,5,lk_raw,0.793991,0.829694,frame_0265_offset_5.png
266,6,lk_raw,0.801762,0.781250,frame_0266_offset_6.png
267,7,lk_raw,0.829885,0.861244,frame_0267_offset_7.png
268,8,lk_raw,0.858124,0.826087,frame_0268_offset_8.png
269,9,lk_raw,0.849537,0.723404,frame_0269_offset_9.png
270,0,anchor,1.000000,1.000000,frame_0270_offset_0.png
271,1,lk_raw,0.879012,0.850000,frame_0271_offset_1.png
272,2,lk_raw,0.850123,0.807500,frame_0272_offset_2.png
273,3,lk_raw,0.826406,0.847645,frame_0273_offset_3.png
274,4,lk_raw,0.812968,0.719577,frame_0274_offset_4.png
275,5,lk_raw,0.750572,0.704878,frame_0275_offset_5.png
276,6,lk_raw,0.799479,0.798712,frame_0276_offset_6.png
277,7,lk_raw,0.757869,0.744361,frame_0277_offset_7.png
278,8,lk_raw,0.716749,0.668016,frame_0278_offset_8.png
279,9,lk_raw,0.693671,0.604027,frame_0279_offset_9.png
280,0,anchor,1.000000,1.000000,frame_0280_offset_0.png
281,1,lk_raw,0.845771,0.789474,frame_0281_offset_1.png
282,2,lk_raw,0.840194,0.900000,frame_0282_offset_2.png
283,3,lk_raw,0.840095,0.875000,frame_0283_offset_3.png
284,4,lk_raw,0.865196,0.918919,frame_0284_offset_4.png
285,5,lk_raw,0.785185,0.763926,frame_0285_offset_5.png
286,6,lk_raw,0.783654,0.831403,frame_0286_offset_6.png
287,7,lk_raw,0.829457,0.788845,frame_0287_offset_7.png
288,8,lk_raw,0.781095,0.822733,frame_0288_offset_8.png
289,9,lk_raw,0.774882,0.972973,frame_0289_offset_9.png
290,0,anchor,1.000000,1.000000,frame_0290_offset_0.png
291,1,lk_raw,0.888337,0.800000,frame_0291_offset_1.png
292,2,lk_raw,0.868812,0.847297,frame_0292_offset_2.png
293,3,lk_raw,0.888041,0.970588,frame_0293_offset_3.png
294,4,lk_raw,0.826196,0.783673,frame_0294_offset_4.png
295,5,lk_raw,0.828205,0.895714,frame_0295_offset_5.png
296,6,lk_raw,0.834197,0.900000,frame_0296_offset_6.png
297,7,lk_raw,0.803526,0.826399,frame_0297_offset_7.png
298,8,lk_raw,0.800000,0.794979,frame_0298_offset_8.png
299,9,lk_raw,0.766169,0.891892,frame_0299_offset_9.png
300,0,anchor,1.000000,1.000000,frame_0300_offset_0.png
